,tweets_VERB
4401,"Ayude a controlar los mosquitos que transmiten los virus del dengue, chikungunya y Zika. Vía @CDCgov https://t.co/GSEFIa0gzX …"
4402,Elimina los criaderos de mosquitos que se encuentren en tu casa. Infórmate sobre el #Zika en https://t.co/rKHoCaXTDV https://t.co/GNrL5aYlzl
4403,"Mate un mosquito de esos que transmiten el zica y el dengue, invasión bue"
4404,Metieron los 100000 mosquitos en el camerino de USA? #Zika https://t.co/ck7hIA1jIv
4405,Insisten en eliminar los criaderos de mosquitos para prevenir el zika https://t.co/gaHI7eFMvL
4406,Vivamos libres de mosquitos.  recomendaciones para zonas con #dengue #chikungunya #zica  https://t.co/1x4cjqPm9c
4407,Insisten en eliminar los criaderos de mosquitos para prevenir el zika https://t.co/yvvkyZhWOg
4408,"Conoce como se manifiestan el dengue,la chikungunya y el Zika virus;Todos transmitidos por el mosquito Aedes Aegypti https://t.co/meJX280Wwr"
4409,Insisten en eliminar los criaderos de mosquitos para prevenir el zika. https://t.co/XdRYMaUkRw (Vía @ElCaribeRD) #EnLosMedios
4410,"Tengo 10 piquetes de mosquito repartidos entre mis dos piernitas, a ver si no me muero alv de zika o algo así horrible. (??"
4411,"Evita zika, dengue y chikungunya: usa ropa manga larga y de colores claros. Al mosquito ni agua. Es un mensaje del MPPS, OPS y UNICEF"
4412,"Decidir entre las opciones de los tres partidos es como que te pique un mosquito y tengas que escoger entre dengue, chikungunya y zika..."
4413,"Sigue las recomendaciones; combate al mosquito transmisor del Dengue, Zika y Chikungunya #TodosSomosBrigadistas https://t.co/LBknc4kVF3"
4414,"Ten cuidado con el Zika, Dengue y Chikungunya; conoce los síntomas que genera el mosquito. #TodosSomosBrigadistas https://t.co/QLTKt7rske"
4415,Tengo pal de picás de mosquitos y es inevitable pensar en el chinkungunya o el zika
4416,Creo que me va a dar Zika  o dengue.  Acabo de matar un mosquito que tenia en el brazo. Me quedó la mano llena de sangre.  Tiempo de heridas
4417,"Evitemos el Zika, el Dengue y la Chikunguya. Eliminemos los criaderos de mosquitos para frenar estas enfermedades https://t.co/vsbqBdSvpd"
4418,"@agriczmann los mosquitos 😭😭 ya empiezo a tener por mi salud, que tal si tengo zika😭?"
4419,Vea cuales repelentes son los más eficaces para prevenir picadas de mosquitos @CRenespanol #Zika @Telemundo51 6pm https://t.co/UQsK6zNaov
4420,"cuidate del #zika, #dengue y #chicungunya. Elimina los criaderos de mosquitos y coloca telas metálicas en ventanas y puertas"
4421,Trabaja Salud Municipal por la eliminación del mosquito transmisor del Dengue Zika y Chicungunya en Tuxtla Gutiérrez https://t.co/Ktg95UnfJo
4422,Conozca la Isla que tiene el mosquito transmisor y no tiene casos de zika  https://t.co/jC2KPrHbVh
4423,"Evita la formación del mosquito del Zika, Dengue y Chikungunya con estas recomendaciones. #TodosSomosBrigadistas https://t.co/wkj8HrSWoi"
4424,*carro esta botando humo*  mi tio: 'ea diache ese está fumigando el mosquito del zika'
4425,"TRABAJA Salud Municipal por la eliminación del mosquito del Dengue, Zika y Chicungunya https://t.co/wJF3Wv5XbX https://t.co/3xGItxra0k"
4426,"Eliminen los criaderos de mosquitos. El Dengue, Zika y CHICUNGUNGA NO HA DESAPARECIDO. Muchos pueden tener Dengue https://t.co/k1Pi7AiqO2"
4427,Deteniendo el virus del Zika: el caso de los mosquitos mutantes https://t.co/1xW3iwaLp4
4428,"Evita la propagación del mosquito Zika, Dengue y Chikungunya, limpia regularmente tu patio #TodosSomosBrigadistas https://t.co/c9tNEbvA2z"
4429,"Maldigo el día en que vine a Mao. Se han comido los mosquitos a mi hija, ahora una alergia que parece el Zica. Que maldicion 😡😡😡😡"
4430,Cuente en su hogar con repelentes y evite enfermedades transmitidas por mosquitos como el zika o el dengue. https://t.co/5FXuQ29LKq
4431,"Llegan los fríos y relájase la difusión contra mosquitos, dengue, chicungunya, zika. La responsabilidad continúa. https://t.co/0UILXsqSvu"
4432,"Romper el ciclo de vida del mosquito, es vital para evitar la propagación del virus Zika"
4433,"Llevo tres días con el Zika y valen verga esos mosquitos, El Chikunguña fue peor."
4434,Alertan sobre “El virus zika” mosquito que transmite el dengue y la chikunguya [Video] https://t.co/9vv9Fox99y vía @@endominicana
4435,Tratar el virus del Zika https://t.co/rU23YMNj61 @Zika @Mosquitos @Aedes @Paracetamol @acematinofen https://t.co/m8a1Y3PneM
4436,Realizarán experimentos nucleares con mosquitos en el país para contrarestar zika https://t.co/kd8WuIXx2d
4437,Liberan mosquitos trangénicos en Florida contra el #Zika; ambientalistas se oponen https://t.co/jN6TiF0zk1  https://t.co/vMCDUjcbtY
4438,Liberan mosquitos trangénicos en Florida contra el zika | 24 Horas https://t.co/vU0nfaYWye
4439,"Evita enfermedades transmitidas por mosquitos, di no al  #zika #chikungunya y #dengue https://t.co/De54ew0hjX"
4440,Usa repelente de mosquitos y condones durante y después de ir a un área con #Zika. Aprende a protegerte: https://t.co/JcRZkXWVz5
4441,Joder las picaduras de phelps del mosquito zika. Vaya marcas le han dejado https://t.co/c0lvoV2F6X
4442,"Escuche un mosquito.. Seguro por eso tengo fiebre, Seguro me pico y tengo Zika y me voy a morir!!!"
4443,Conoce cómo eliminar los criaderos de mosquitos #Zika https://t.co/huDWPLLr8h
4444,Baja el número de mosquitos en área de Florida con zika https://t.co/Ry2u1DMR8q #Internacionales
4445,"Hágansela poner por un mosquito con zika, amargos. Y vos también Higuaín, gordo culiado."
4446,"Inician planes de prevención ante Zika en zonas afectadas por Earl https://t.co/eSmTnNNtAX  La proliferación del mosquito Aedes Aegypti , …"
4447,"Evita enfermedades transmitidas por mosquitos, di no al  #zika #chikungunya y #dengue https://t.co/Y27K7AvJOo"
4448,Use condónes para proteger a los que ama al volver de un área con zika. https://t.co/zu3pcp9474
4449,Soltarán mosquitos modificados genéticamente en un ensayo contra el zika https://t.co/Hr0KOugqbP vía @abc_es #genetica
4450,"Evita el #Zika, elimina criaderos de mosquitos Aedes aegypti. #QueNoTePiqueElMosquito https://t.co/yLBk433j7n"
4451,Aumentan las evidencias de que otros mosquitos también pueden transmitir el zika https://t.co/8tGsHpqQot https://t.co/7MRSNdKFfw
4452,Conozca 4 pasos para protegerse del #zika. #StopZika https://t.co/DTb2HRWFLg
4453,Consiguen proteger a ratones contra el zika. https://t.co/L2Cjofqd3O https://t.co/3NxKcVFTc7
4454,Levanta bandera @MayitaEMelendez ante fumigación aérea para combatir mosquito que transmite el zika: 'A los alcaldes no nos han dicho nada'
4455,Desarrollan un 'escudo' ecológico para combatir el mosquito del #zika https://t.co/T0fKyfzpwd vía @miprv
4456,"Evita enfermedades transmitidas por mosquitos, di no al  #zika #chikungunya y #dengue https://t.co/XJjIbuIbTm"
4457,Realizarán experimentos nucleares con mosquitos en el país para contrarrestar zika https://t.co/OoDpZ7MBNi
4458,"Huelo tan rico que si un mosquito se me pega no es para darme Zika, es para rosarme el bicho en el cuello y gemir mi nombre. (D&amp;G - The One)"
4459,Voltee recipientes con agua estancada y tírelos para prevenir criaderos de mosquitos. #zika https://t.co/dUrOGiuZ3J
4460,Aseguran que insecticida biológico ayudaría a combatir el mosquito del Zika. @NoticentroWAPA https://t.co/OGUiYTZ39T
4461,Desarrollan un 'escudo' ecológico para combatir el mosquito del zika https://t.co/xWJnMe1BFY via @miprv
4462,Protege a tus bebes y niños contra el mosquito que transmite el virus del Zika. Disponible en #QuePequeños... https://t.co/XwiZDX2PWB
4463,"Prepara una trampa simple y eficaz para eliminar mosquitos (Video): El peligroso virus del Zika, que no tie... https://t.co/pd2RGd0Ibc"
4464,Diseñan trampa para erradicar al mosquito que transmite el virus del Zika https://t.co/s4VEW6yZg7 https://t.co/r2XXvLAcTH
4465,Recuerda cambiar el agua de los floreros cada dos días para evitar la incubación de los mosquitos que causan el #zika
4466,Desarrollan un 'escudo' ecológico para combatir el mosquito del zika https://t.co/X8wjCIfaf9 @casapuebloorg @paralanaturalez via @miprv
4467,Erradicar mosquitos que propagan Zika en Miami es “una tarea difícil” (+fotos)  https://t.co/deYe1vJTc4 #Wynwood #Florida #EEUU #ZikaMiami
4468,Erradicar mosquitos que propagan Zika en Miami es “una tarea difícil” (+fotos)  https://t.co/deYe1vJTc4 #Wynwood #Florida #EEUU #ZikaMiami
4469,"Erradicar al mosquito de zika en Brasil, una meta improbable https://t.co/k7eP0lpRqC"
4470,Erradicar mosquitos que propagan Zika en Miami es “una tarea difícil” (+fotos)  https://t.co/deYe1vJTc4 #Wynwood #Florida #EEUU #ZikaMiami
4471,ACONSEJAMOS SOBRE CÓMO PREVENIR CONTRA EL MOSQUITO DEL ZIKA ASESORADOS POR LOS FARMACÉUTICOS DE LA PROVINCIA  El... https://t.co/2LBaStL9S0
4472,Erradicar mosquitos que propagan Zika en Miami es “una tarea difícil” (+fotos)  https://t.co/deYe1vJTc4 #Wynwood #Florida #EEUU #ZikaMiami
4473,@viajaVolaris aquí tratando de no morir de #dengue y #zika por el enjambre de mosquitos dentro de uno de sus aviones
4474,#salasituacional Una app permite alertar de presencia de mosquitos que transmitan zika:  https://t.co/pjlBULEpWA @_RAFAELNIEVES
4475,Comienza fumigación aérea en Miami contra el mosquito transmisor del #Zika
4476,"Evita enfermedades transmitidas por mosquitos, di no al  #zika #chikungunya y #dengue https://t.co/CfoIMhgkzF"
4477,Comienza fumigación aérea en Miami contra el mosquito transmisor del zika https://t.co/rGrhsdcTuY #Internacionales https://t.co/8ksvzRVAvH
4478,Realizan fumigación aérea en Miami contra el mosquito del zika https://t.co/1PCcJ6MaSi via @NTN24
4479,Realizan fumigación aérea en Miami contra el mosquito del zika: Una fumigación aérea sobre las zonas de Miami... https://t.co/tizxJXLNkj
4480,Fumigan pesticidas sobre #Miami para tratar de controlar al mosquito del #Zika.  https://t.co/ewIMqTdMoE https://t.co/7LlpnHomS3
4481,Erradicar mosquitos que propagan Zika en Miami es “una tarea difícil” (+fotos)  https://t.co/deYe1vJTc4 #Wynwood #Florida #EEUU #ZikaMiami
4482,Comenzó la fumigación aérea sobre #Miami contra los #mosquitos #zika https://t.co/X9ErP6fPh8 https://t.co/ul5y3X0wLi
4483,Aprenda a controlar los #mosquitos adentro y alrededor de su casa https://t.co/OCg0dzqjjZ #Zika #WestNileVirus https://t.co/abXKSxyq4g
4484,Comienza fumigación aérea en Miami contra el mosquito transmisor del zika  Detalles ► https://t.co/5zncLdKXjB https://t.co/869Kl1TW7O
4485,Comenzó en Miami fumigación aérea contra el mosquito del zika: Una fumigación aérea sobre l... https://t.co/QARl05tL4X vía @800Noticias
4486,"Comienza la fumigación aérea en Miami contra el mosquito transmisor del zika: Miami (EE.UU.), 4 ago (EFE).- U... https://t.co/xd3pbZxGMy"
4487,Comienza fumigación aérea en Miami contra el mosquito transmisor del zika https://t.co/rGrhsdcTuY #Internacionales https://t.co/hinFUDNrl3
4488,Erradicar mosquitos que propagan Zika en Miami es “una tarea difícil” (+fotos)  https://t.co/deYe1vJTc4 #Wynwood #Florida #EEUU #ZikaMiami
4489,Realizan fumigación aérea en Miami contra el mosquito del #Zika https://t.co/SgY3dmftkI  &lt;EN #VENEZUELA BRILLA POR SU AUSENCIA FUMIGAR #ZICA
4490,"Realizan fumigación aérea para eliminar los mosquitos en Miami: Miami,EEUU,Florida,fumigación,Zika https://t.co/KvKHpfYH65"
4491,Aumentan las evidencias de que otros mosquitos también pueden transmitir el zika
4492,Comienza fumigación aérea en Miami contra el mosquito transmisor d zika https://t.co/XhmAZYRq1g via @elsoldmargarita https://t.co/NYmivoYeoV
4493,"Recuerda continuar con la eliminación de mosquitos para prevenir el virus del Dengue, Chikungunya y Zika. https://t.co/VIJ1UPTdM7"
4494,"Evita enfermedades transmitidas por mosquitos, di no al  #zika #chikungunya y #dengue https://t.co/LGZBPczKev"
4495,Comienza fumigación aérea en Miami contra el mosquito transmisor del zika https://t.co/79ynxogYLM https://t.co/ySISPkhRas
4496,Tenemos un especial sobre la situación sanitaria de este verano.Hablaremos del zika y de qué hacer para protegernos. https://t.co/8XuFQNdny2
4497,"@silvialuxemb El mismo mosquito transmite el dengue, el zika y el chikungunya. Y en la tele pasan el Dakar en vez de medidas de prevención."
4498,Extreman medidas en varios países del Continente Americano para proteger a embarazadas ante expansión del #zika https://t.co/0H5rEfkgp3
4499,chequenlo Un mosquito transgénico contra moscos que propagan el Zika https://t.co/k1KqLspSA6
4500,"Denuncian negligencia para enfrentar al mosquito que genera zika, dengue y chinkunguña, que es el mismo https://t.co/9k55IaDCjj #OigoLAFm"
4501,Urge iniciar un trabajo gigantesco para erradicar el mosquito que trasmite el zika @MarcosDanielPG @EdwinBesaile.
4502,@saulyanezyare al mosquito ni agua. Plan de prevención y fumigación iniciara Pcsb . No al zika en yare @yarealcaldia https://t.co/VAaD27jdiA
4503,"Combatí al mosquito transmisor del Dengue, Chikungunya y Zika eliminando los criaderos. #HagamosNuestraParte https://t.co/xf219Xz6Hc"
4504,"Vivamos libres de mosquitos  Enfermedades como el dengue, el chikungunya y el zika que están circulando en la... https://t.co/SJETkQ2Jw4"
4505,Afirman entrada Zika es inminente; llaman a controlar mosquito - https://t.co/TPmbjibLYW
4506,"ORIENTAN SOBRE EL VIRUS ZIKA  'El virus es transmitido por el mosquito Aedes aegypti, mismo mosquito que... https://t.co/5Oi0H8lDB4"
4507,Sabían q el zica los trasmite el mosquito hembra y no el macho? Siempre las mujeres con el peooo
4508,Eliminando los criaderos de mosquitos podemos prevenir y combatir estas  enfermedades. #ContraelDengue #Zika https://t.co/MfbZ94PvZ0
4509,Afirman entrada Zika es inminente; llaman a controlar mosquito: La Sociedad Dominicana de Pediatría llamó a la población a unirse a l...
4510,Afirman entrada Zika es inminente; llaman a controlar mosquito https://t.co/2rCiRDNkhe
4511,Violaron a Duarte y a ti ni el mosquito del Zika te pica 😩
4512,Afirman entrada Zika es inminente; llaman a controlar mosquito https://t.co/sUB115M1z4
4513,"Ayude a controlar los mosquitos que transmiten los virus del dengue, chikungunya y Zika. Vía @CDCgov https://t.co/GSEFIa0gzX"
4514,RECUERDA: Debes evitar la proliferación del mosquito y protegerte contra las picaduras. #ZIKA https://t.co/vnU8gdmBbt
4515,"Sumemos esfuerzos para contrarrestar el mosquito transmisor del dengue, zika y chikungunya."
4516,Prevenir el virus de la #Zika mediante la prevención de las picaduras de mosquitos. Aprender a usar repelente de insectos con seguridad
4517,Extreman medidas para proteger a embarazadas ante expansión del zika | Diario El Mercurio – Vía @mercurioec https://t.co/f8FbxtNtqm
4518,Alertan que virus #zika obliga a mejorar vigilancia de mosquitos en #Nicaragua
4519,"Descubren virus llamado 'Zika', transmitido por el mosquito que causa el dengue. @Adela_Micha http://t.co/Mh2x1dMRWm http://t.co/oVyTo3LaKx"
4520,#Zika La mejor forma de cuidarse?Evitar la picadura de mosquito.
4521,"Va!..un tiroteo,mientras no les picara un mosquito con el Zika todo va bien,porque si no apaga y vámonos...tela. https://t.co/fp2QiKHl6l"
4522,#ZIKA Seis medidas para protegerse del zika durante los Juegos Olímpicos 😉 https://t.co/wqLaq8BvBt
4523,Usar manga larga contra el mosquito transmisor de zika. Y otras mil formas de morir.
4524,Realizan fumigación aérea en Miami contra el mosquito del zika. https://t.co/pFQL0R07ku
4525,"Va Sedesol con todo para combatir el mosquito transmisor del Dengue, Chikungunya y Zika https://t.co/vpxRMUT9eA"
4526,Comienza fumigación aérea en Miami contra el mosquito transmisor del zika https://t.co/rGrhsdcTuY  #Internacionales https://t.co/0KTlQxKuqT
4527,Crean vacunas de ARN mensajero que protegerían contra ébola y Zika - https://t.co/aImpWpdQXi https://t.co/D1LJyxcbuO
4528,Usar correctamente los repelentes de mosquitos puede prevenir enfermedades como el #Zika https://t.co/noO4pI0Ja6 https://t.co/qcSYab8uSX
4529,Comienza la fumigación aérea en Miami contra el mosquito transmisor del zika https://t.co/tpfFwVAYpE
4530,Convocan a limpieza masiva para eliminar criaderos de mosquitos. #zika - https://t.co/CCof5ZXmeF https://t.co/8gQMKEI9pN
4531,"Detectan mosquito tigre en #Monzón, #Caspe y #LaJoyosa . Este insecto puede transmitir el #Zika . #AN1 https://t.co/ggkcQCFmnT"
4532,"Evita enfermedades transmitidas por mosquitos, di no al  #zika #chikungunya y #dengue https://t.co/KGW9fisCOt"
4533,Visteis a los @mossoscat haciendo ver q servían para algo cuando cazaban mosquitos por temor al #ZIKA?
4534,Analizan mosquitos de Florida para confirmar caso de zika https://t.co/YErj5Zt4Rl
4535,@thecliniccl a la mamá de los pińeras la pico el mosquito del zika defenitivo y comprobado.
4536,Experimentan con mosquito transgénico para combatir el zika: https://t.co/sFg7A6AjWF https://t.co/oqQwBkjVek
4537,Experimentarán en Florida con mosquito capz de combatir el zika https://t.co/KK2tamVFZ2
4538,Autoriza EU uso de un mosquito transgénico contra zika
4539,Autoriza EU uso de un mosquito transgénico contra zika   https://t.co/ZCFvyFTvHB https://t.co/83HAq0CnBm
4540,Autoriza EU uso de un mosquito transgénico contra zika: El mosquito genéticamente modificado por la empresa b... https://t.co/SygyE2I9Sx
4541,Probarán mosquitos transgénicos para combatir #Zika https://t.co/moCzWzSzu7 https://t.co/C9VdpvAYEJ #Chikungunya https://t.co/sfLO9znESt
4542,Usar correctamente los repelentes de mosquitos puede prevenir enfermedades como el #Zika https://t.co/noO4pI0Ja6 https://t.co/UuZwBHTkB4
4543,"Evita enfermedades transmitidas por mosquitos, di no al  #zika #chikungunya y #dengue https://t.co/wl4LbTrUcV"
4544,Reportan 10 casos más de zika en Florida; podrían ser por picadura de mosquitos locales https://t.co/PMfPqT6SIX
4545,Usar correctamente los repelentes de mosquitos puede prevenir enfermedades como el #Zika   http:..... https://t.co/Ty4KMlqKav @Gerontes_
4546,Autoriza #EU uso de un mosquito transgénico contra zika
4547,Liberarán mosquitos genéticamente modificados contra el zika   https://t.co/xXY1LcKJCz https://t.co/OWSTXgDnGs
4548,"Exterminar mosquitos con Zika será más fácil que crear vacunas contra el virus, pero lo fácil no es gratificante."
4549,Liberarán mosquitos genéticamente modificados contra el zika https://t.co/8cxLqiITzC https://t.co/HADioSrPcz
4550,Liberan a mosquitos modificados genéticamente contra el #Zika https://t.co/gXevT8Sgy9
4551,Avanza plan para usar mosquitos genéticamente modificados para frenar el zika en Florida... https://t.co/j0QsssCQHs
4552,Autoriza #EU uso de un mosquito transgénico contra zika
4553,Experimentarán en Florida con mosquito capaz de combatir el zika vía @elnuevodia https://t.co/0oeM29vX6b
4554,Vamos Orlando mas rapido que nos pica el mosquito del virus zika calla quien te va a picar soy yo Katy https://t.co/3vhbSeYP0Z
4555,@cap0 y espantaran mosquitos con zika con bailes con aspavientos y patadas. A los 5 minutos de empezar.
4556,Avanza plan para usar mosquitos genéticamente modificados para frenar el zika en Florida https://t.co/NgiiJCGkMq vía @YahooNoticias
4557,Liberarán mosquitos genéticamente modificados contra el zika: Oxitec libera mosquitos Aedes aegypti modificad... https://t.co/MRvWYhWJn6
4558,#SabíasQue Sólo 4% de los que acudan a los #JJOO sufrirán la picadura de un mosquito infectado #Zika #Rio2016 https://t.co/WWgneoRmAK
4559,Viendo los juegos olímpicos me ha picado un mosquito. ¿Tendré el zika? #CeremoniaDeInauguracion
4560,Comenzó en Miami fumigación aérea contra el mosquito del zika https://t.co/c7OrMnXT6E https://t.co/mkhpwy4dVq
4561,Experimentarán en Florida con mosquito capaz de combatir el zika @mrjohelpadilla  Peeeerooooo que es esstooo? https://t.co/jfuetSELhx
4562,"Espero toda esa gente que está ahí, haya llevado su repelente de mosquitos 🤔 #JuegosOlimpicos #Zika"
4563,"Evitemos el Zika, el Dengue y la Chikunguya. Eliminemos los criaderos de mosquitos para frenar estas enfermedades https://t.co/ce31jAczGB"
4564,Realizarán experimentos nucleares con mosquitos en el país para contrarrestar zika https://t.co/glSWYD3EUM vía @ElCaribeRD
4565,"Sigue estos consejos y acaba con los criaderos del mosquito del Zika, Dengue y Chikungunya #TodosSomosBrigadistas https://t.co/dUju3OTBxG"
4566,"#animalresearch para estudiar la picadura de mosquito contra el Zika, el Dengue o el Chikungunya https://t.co/qxS70InYsK @la_opinion"
4567,Recordemos: El Dengue y Zika son transmitidos por el mosquito Aedes aegypti y entre todos podemos combatirlo #DileNOalDengue #Zika
4568,Realizarán experimentos nucleares con mosquitos en RD para contrarrestar zika https://t.co/LazIJuP6Jy
4569,"Vale que no hay (o es lo que espero) mosquitos que transmitan zika, dengue o chinkungunya en la U!!! Simplemente fatal!!!"
4570,Arranca descacharrización permanente  Para prevenir enfermedades  que derivan de los mosquitos como el Zika o... https://t.co/zQITf6MBdE
4571,"Conozca cómo protegerse del #Zika. Unase al #ZikaChat el jueves 30 de junio, 12-1pm ET, junto @HealthDayEditor https://t.co/AEP80Q0e7a"
4572,Avanza la vacuna contra el #Zika de Brasil. Una sola dosis de una vacuna experimental puede proteger a los ratones. https://t.co/l8TzQxMvx6
4573,Realizarán experimentos nucleares con mosquitos en el país para contrarrestar zika - https://t.co/PpCLXG0JwJ https://t.co/if6S2fNDLv
4574,Evita contraer  el Virus de Nilo y #Zika  Conociendo  más sobre cómo controlar la propagación de los  mosquitos: https://t.co/AFskj8zK3p
4575,Realizan jornada de fumigación contra mosquito transmisor de dengue y zika en el barrio La Cumbre #BLU960AM https://t.co/7dLyu8A6JK
4576,"Evitemos el Zika, el Dengue y la Chikunguya. Eliminemos los criaderos de mosquitos para frenar estas enfermedades https://t.co/LIjsSHsL0j"
4577,"Tengo un mosquito en mi habitación. Probablemente tigre. Y muy probablemente portador del zika, dengue y chikungunya todo a la vez."
4578,Realizarán experimentos nucleares con mosquitos en el país para contrarestar zika https://t.co/bgurS7aoDj
4579,"Tengo un cierre hermético en el Apt. para que no entre ni un mosquito a venir a pegarme dengue, chikungunya o zika."
4580,Extreman medidas para proteger a embarazadas con el virus del zika https://t.co/qV87a6pmnI
4581,"Quiero que seas ese mosquito que invada de Zika mi corazón... Los enamoré, lo se!"
4582,Pican los mosquitos https://t.co/0nl2gTWt2Z vía @elespectador. Lo dicho: el mosquito zika picó y afectó al ministro salud.
4583,Extreman medidas para proteger a embarazadas con el virus del zika https://t.co/k5nZQOnZZF
4584,"Preocupa:Incrementó Dengue,Chikungunya.Apareció Zika.Además sequía.Gente acumulando agua en potes,tobos y peroles= +mosquitos= +problemas."
4585,CIRCULAN ADEMÁS OTRAS DOS ENFERMEDADES TRANSMITIDAS POR MOSQUITOS: #ZIKA Y #CHIKUNGUNYA --&gt; difundir
4586,Extreman medidas para proteger a embarazadas con el virus del zika: https://t.co/9QfOaunbK6 vía @eltiempo https://t.co/1BLL548ED5
4587,Pican los mosquitos https://t.co/PjZl5BRPGz #Zika
4588,Conoce lo último Mosquito transgénico está listo para sumarse a la lucha contra el Zika: La variedad del mosqu... https://t.co/Ws6XDFHpkR
4589,Extreman medidas para proteger a mujeres embarazadas con el virus del zika https://t.co/xJvCPRnOey https://t.co/gbslXe7bkf
4590,Queda en manos del gobierno dar el apoyo a los ayuntamientos pobres para destruir los criaderos de mosquito y prevenir el Zika y el Dengue.
4591,Extreman medidas para proteger a embarazadas con el virus del zika https://t.co/qHTuR44LX7 https://t.co/ojYw7lNPnC
4592,Estiman que el Zika llegará a toda América Latina y pide controlar mosquito transmisor https://t.co/c4S6S10oan https://t.co/wAgt3X5xjW
4593,COMPARTE Y AYUDEMOS! #HagamosPrevenciónDeEnfermedades #Dengue #Chicungunya #Zica #MosquitoAedesAegypti https://t.co/4nMjldS5Oc
4594,Controlar el virus de #Zika podría ser una prioridad urgente. ¿Ayudarían los mosquitos con #ADN modificado? #salud https://t.co/J4lCt8T2ZN
4595,Estiman que el Zika llegará a toda América Latina y pide controlar mosquito transmisor 😱 https://t.co/7XgQzhJDgI https://t.co/4tU4Kzhrud
4596,"Sumaran a los mosquitos transgénicos a la lucha contra el #zika, más https://t.co/nEDyIw3dTC #NoticiasKIMICEG"
4597,Utiliza repelentes en las zonas expuestas a picaduras del mosquito #dengue #zika
4598,"Aumentan las malformaciones congénitas por el virus zika: Transmitido por mosquitos, provoca un desorden por e... https://t.co/kntTQGAb3r"
4599,"@marjuhernandez Mucho cuidado Marju!...hay una versión peligrosísima del zika,tú das clases en un pueblo y ahí debe haber mosquitos q jode !"
4600,"Prevenga contraer el virus del #Zika, evite picaduras de mosquitos. Use repelente de insectos: https://t.co/Grd92L7VJS"
4601,"Pican pican los mosquitos pican con gran disiMUSLO, ojo con el ZIKA en carnavales evita el embarazo https://t.co/VYIgIKKBOe"
4602,Advierten que la única herramienta para minimizar el impacto del Zika es controlar el mosquito. https://t.co/Y9YC7MpPiq
4603,Emite @MunicipioAgs recomendaciones para impedir anidación de mosquito transmisor de Zika https://t.co/UVvFhs0U1J
4604,Emite @MunicipioAgs recomendaciones para impedir anidación de mosquito transmisor de Zika https://t.co/NsuOvNcwNN
4605,Tomar óptima dosis de vitaminas B ayuda anti picadas de mosquitos y zica y dengue CLIC https://t.co/zoj6yQeQDo https://t.co/I87F6zJ0R1
4606,"Sumaran a los mosquitos transgénicos a la lucha contra el #zika, más https://t.co/nEDyIw3dTC #NoticiasKIMICEG https://t.co/8rCfzLcLc8"
4607,Crean mosquitos genéticamente modificados para erradicar el virus de Zika https://t.co/ZMUgpaQfSd
4608,Espero que después de este zika no aparezca ningún otro mosquito 😨😨😭
4609,Extreman medidas para proteger a embarazadas con el virus del Zika https://t.co/mTmWhbI8M2
4610,Explicame como me pica un mosquito en la espalda a esta altura del año. Alto zica
4611,"@lagringaroca jajaja ya se porque odian a Hope, porque se disfrazó para protegerse del zika,tira de resentidos,nosotros dijimos cosas peores"
4612,"Rozamos los 20 grados y ya vi como 10 mosquitos... Zika, te siento...."
4613,Anuncian medidas para proteger a estudiantes del Zika @Univision23 11pm @dorregogilberto https://t.co/7PndbyzXAS
4614,"@smokeseller pobres mosquitos, eran los únicos sin zika"
4615,Espero que lo del zika sea una jodita porque en tres días me picaron no menos de 10 mosquitos.
4616,"Evita enfermedades transmitidas por mosquitos, di no al  #zika #chikungunya y #dengue https://t.co/NRoDCYuenN"
4617,CONTAMOS CON GRAN VARIEDAD DE INSECTICIDAS  PARA MATAR Y REPELER MOSQUITOS INCLUYENDO EL MOSQUITO DEL ZIKA https://t.co/W5LUJYQ2ql
4618,"Evita enfermedades transmitidas por mosquitos: #Zika, #Dengue y #Chikungunya. Utiliza repelente contra insectos. https://t.co/9oKFLcSBIQ"
4619,"Evitemos que el mosquito Aedes aegypti causante del Dengue, la Chikungunya y el Zika ingrese a nuestra ciudad,... https://t.co/D4Q2qA3l7O"
4620,"Evita enfermedades transmitidas por mosquitos, di no al  #zika #chikungunya y #dengue https://t.co/bDXivYb8ej"
4621,"Eviten las picaduras de mosquitos, es la mejor forma de prevenir el #zika #ZikaChat https://t.co/HsLMaYMcRR"
4622,Conozca los síntomas del #Zika: https://t.co/zvFiW0I1Pa Evite las picadas de mosquitos para evitar el Zika. https://t.co/hXk9Omoycj
4623,"Refuerzan medidas en el Edomex ante chikungunya y zika: Ante la temporada de lluvia, se reforzó la alerta del mosquito de chikungunya..."
4624,"Evita enfermedades transmitidas por mosquitos: #Zika, #Dengue y #Chikungunya. Utiliza repelente contra insectos. https://t.co/5tD2Qu8epj"
4625,Creo que el #ESP - #NGR de #Baloncesto ganaría bastante si sueltan un enjambre de mosquitos con zika. #Rio2016
4626,Dicen que hasta los mosquitos del zika tienen miedo de picar a los gays por el miedo al VIH. #GaysNoMerecenMedallas
4627,"Romper el ciclo de vida del mosquito, es vital para evitar la propagación del virus Zika https://t.co/WvS3SdPK2L vía @LaRazonCo"
4628,"Evita la formación del mosquito del Zika, Dengue y Chikungunya con estas recomendaciones. #TodosSomosBrigadistas https://t.co/vMEY6uapXj"
