,tweets_VBN
1534,Related News: Zika Virus Spreads in Americas as Brazil Ramps Up Mosquito Fight -Bloomberg Business News- https://t.co/sIyLnC17uL
1535,"Transmitted by mosquitos, the Zika virus has been predicted to make its way to the US | #J2150DD  https://t.co/nxJIoQyDVz"
1536,Retweeted India Today (@IndiaToday):  #Zika virus likely to spread across Americas. #ITVideo https://t.co/KIypQYm0ei https://t.co/wmp1EPXwQ8
1537,Retweeted MediTech Media (@MediTech_Media):  #ZikaVirus is spread by #mosquitoes and currently has no vaccine or... https://t.co/hEwqqFY5Sf
1538,Retweeted Nationwide90FM (@Nationwideradio):  US scientists say #ZikaVirus could become 'explosive pandemic'
1539,"Retweeted WHO (@WHO):  Q: What is #Zika? A: Zika is a virus spread to humans by Aedes mosquitoes, the same... https://t.co/g0GUbJWsOS"
1540,"Retweeted WHO (@WHO):  Q: What is #Zika? A: Zika is a virus spread to humans by Aedes mosquitoes, the same... https://t.co/7kaycyBXxn"
1541,Retweeted WHO (@WHO):  Dr Chan: The level of alarm [of #Zika spread] is extremely high #ZikaVirus #EB138
1542,"Retweeted WHO (@WHO):  Q: What is #Zika? A: Zika is a virus spread to humans by Aedes mosquitoes, the same... https://t.co/das06PDsFS"
1543,Retweeted SGVmosquito (@SGVMosquito):  What Zika virus means to soCal residents. #TravelersHealth... https://t.co/s5n6NaV93z
1544,"Retweeted WHO (@WHO):  Q: What is #Zika? A: Zika is a virus spread to humans by Aedes mosquitoes, the same... https://t.co/R46ysdO0ez"
1545,Transmitted by mosquito active during daylight. https://t.co/fhELCEsc3l
1546,Retweeted Diáspora (@diaspora98):  @RachelsNews And now  #ZikaVirus  from the same #mosquitoes #coincidence ?
1547,Retweeted BBC Breaking News (@BBCBreaking):  The @WHO sets up Zika 'emergency team' after 'explosive' spread of... https://t.co/CcYOXod1Gu
1548,Carried by mosquitoes and linked to brain damage: What you need to know about the Zika virus https://t.co/KpY7jzwugE https://t.co/lgMIElwJc4
1549,Carried by mosquitoes and linked to brain damage: What you need to know about the Zika virus … https://t.co/wEBhjSAEUf
1550,Integrated mosquito control is critical in managing exposure to #ZikaVirus .  All the tools will be needed.  https://t.co/EuocWO4s49
1551,Retweeted 350 dot org (@350):  How climate change makes the spread of Zika virus &amp; other infectious diseases so... https://t.co/Hc3XXe7JXW
1552,Retweeted Seth Berkley (@GaviSeth):  Tracking #Zika's global spread: https://t.co/aVkLIZgDq9 @TheEconomist... https://t.co/ptMF0D7Lqq
1553,"Retweeted Reuters Top News (@Reuters):  Spread of Zika alarming, 4 million cases a possibility: WHO -... https://t.co/VLDHiuo7eg"
1554,Mapped: The Threat of the Zika Virus  The mosquito-borne Zika virus spreading across Latin America is so... https://t.co/6SVefa64IL
1555,Revolutionized...Zika Virus on the spread .Not here now in Africa but later come and lives in Africa. https://t.co/HRR93Xf1fO
1556,Retweeted Daily Star (@Daily_Star):  Zika: 4 MILLION victims of head-shrinking virus expected – as mosquitos... https://t.co/g1swM2k39A
1557,Reactivated #Zika virus presents a strong case for #climate change induced disease spread. Rapidly evolving to adapt to the new environment.
1558,Impoverished women comply and then are subjected to having children with the Zika virus bc of their environment w/ many mosquitos?
1559,"Disappointed that WHO has not been acting proactively / haven't issued any advice about travel, surveillance, or mosquito control #ZikaVirus"
1560,Retweeted New Scientist (@newscientist):  4 million at risk of #Zika infection as El Niño increases spread... https://t.co/lSECQRj0Td
1561,Carried by mosquitoes &amp; linked to brain damage: What you need to know about the #Zika virus https://t.co/ngrsI6QOAv https://t.co/rBUDmgmPZT
1562,Retweeted INSIDER (@thisisinsider):  World Health Organization fears explosive spread of #ZikaVirus... https://t.co/xWr16A4rZ9
1563,"Concerned over Zika Virus? Here are some tips to avoid contact with mosquitoes, both while traveling and at home. https://t.co/S5rL1Fq9gP"
1564,Retweeted $on of man. (@ProTwoolz):  Lord have mercy '@BDliveSA: WHO warns of ‘explosive’ spread of Zika virus... https://t.co/AP0UOQRw9C
1565,"Explained: Threats and origins of the Zika virus: Mosquito-born infection, causing mild symptoms in adults, is... https://t.co/VgJiZPoFui"
1566,"Explained: Threats and origins of the Zika virus: Mosquito-born infection, causing mild symptoms in adults, is… https://t.co/RJ2SQOektO #aje"
1567,"Explained: Threats and origins of the Zika virus: Mosquito-born infection, causing mild symptoms in adults, is... https://t.co/YdvZmvwG1m"
1568,"Explained: Threats and origins of the Zika virus: Mosquito-born infection, causing mild symptoms in adults, is... https://t.co/BCfrkZqjGA"
1569,"Explained: Threats and origins of the Zika virus: Mosquito-born infection, causing mild… https://t.co/jQkaTEfA8K"
1570,"Explained: Threats and origins of the Zika virus: Mosquito-born infection, causing mild… https://t.co/sQvwDg3rlZ"
1571,Retweeted AJ+ (@ajplus):  Could the mosquito-borne Zika virus turn into an 'explosive pandemic' of babies born... https://t.co/MIgYM4gpix
1572,"Explained: Threats and origins of the Zika virus: Mosquito-born infection, causing mild… https://t.co/ZjPOTDRHcH"
1573,"Explained: Threats and origins of the Zika virus: Mosquito-born infection, causing mild symptoms in adults, is... https://t.co/AM5jBrWw24"
1574,"Explained: Threats and origins of the Zika virus: Mosquito-born infection, causing mild symptoms in adults, is... https://t.co/XnXXWPhIWe"
1575,Rundown on potential #Zika carrying mosquitoes in #California : https://t.co/WZiRnqShBz
1576,"Retweeted UM Sch Public Health (@UM_SPH):  Classic methods still best protection from #Zika and #mosquitos, says... https://t.co/Srb4JnCsbp"
1577,Established Aedes-mosquito population could spread the Zika virus in Europe this summer if infected travelers introduce the virus
1578,Read about the chronology of origin &amp; global spread of #Zika https://t.co/Fw0fgCLE5d via @Reuters
1579,Headed on vacation and worried about Zika? Learn what to pack to protect yourself: https://t.co/eRZTg3XLQU https://t.co/gmgGUDjOOF
1580,"Retweeted UM Sch Public Health (@UM_SPH):  Classic methods still best protection from #Zika and #mosquitos, says... https://t.co/p2mzy3TnzO"
1581,Concerned about the  #Zika virus. Arm yourself with knowledge &amp; homemade #BugSpray! https://t.co/Ve1RiwzsEu https://t.co/byuBxaBnAS
1582,Retweeted CDC Travel Health (@CDCtravel):  A6: Remember to help prevent Zika spread AFTER travel. Learn how:... https://t.co/h8ly3K9pQv
1583,Retweeted dwnews (@dwnews):  Lab tests reveal link between Zika and microcephaly https://t.co/kf0Dj5aQHF https://t.co/max0KX03nL
1584,"Retweeted CDC Travel Health (@CDCtravel):  DYK? Zika can also be spread through sex, so use latex condoms if you... https://t.co/wcJGpcijsd"
1585,Retweeted USA TODAY (@USATODAY):  No Zika cases in the contiguous U.S. have been caused by a local mosquito bite.... https://t.co/ed4VTPHOiS
1586,Retweeted Amy Khor (@AmyKhor):  Happy to join many women and their families at the “Say No to Zika” event... https://t.co/Zdb8CQY27r
1587,"Revealed, Mosquito Virus Spreader Zika is Genetic Engineering Biotechnology https://t.co/cHOaBpMtBL https://t.co/L7BKIwuJWX"
1588,Worried about the Zika Virus? @Bug_Baffler can help protect you and your family today!  https://t.co/zcBwjanflq
1589,"Retweeted 700WLW Cincinnati (@700wlw):  Are Mosquitos bringing the #ZikaVirus here? Get the latest on that, and... https://t.co/Aq2TSyJGwJ"
1590,"Bugged by Zika spraying? County program may be able to help: On high alert due to the Zika virus, South Florid... https://t.co/4hWDAj6inl"
1591,Bugged by Zika spraying? County program may be able to help https://t.co/OTLcFke99q
1592,nfected mosquitoes can transmit #ZikaVirus. You can reduce the risk of being bitten by wearing clothing that... https://t.co/tpGpFXoSal
1593,Come on ladies! If you let thick hair grow on your legs and arms etc how will the zika mosquitoes get near you?
1594,"Retweeted John Snow Labs (@JohnSnowLabs):  Can #Google, with its #BigData, map &amp; zap the spread of Zika?... https://t.co/eD68Fig7Hh"
1595,"Retweeted UNICEF (@UNICEF):  No mosquitoes, no #Zika! You can help protect your community by eliminating mosquito... https://t.co/6DwXxFptEz"
1596,Retweeted UNICEF (@UNICEF):  Genetically-engineered mosquitoes? Busting #ZikaVirus myths and rumors.... https://t.co/BFdxn1Tyzg
1597,Retweeted UNICEF (@UNICEF):  Genetically-engineered mosquitoes? Busting #ZikaVirus myths and rumors.... https://t.co/rn1ynsrQH1
1598,Retweeted WHO (@WHO):  #QUIZ: What can you do to you protect yourself from #ZikaVirus?  More here... https://t.co/JCyeEPVxyN
1599,Retweeted https://t.co/r9EGaL80ph (@TIME):  Here's where Zika has spread around the world https://t.co/zLYO1Yf7eF https://t.co/Fs6HsiI86M
1600,"Engineered anti-Zika mosquito not bad for environment, FDA says https://t.co/axcOikKmBZ"
1601,"Retweeted The Atlantic (@TheAtlantic):  The Zika mosquito loves humans, hides under beds, and can breed... https://t.co/xEak2J4JhC"
1602,Read below and be in the know.  #Florida #Hospital #Orlando #bestincare #Zika #Virus #mosquito #beaware #besafe https://t.co/fCjbw7PjlR
1603,Worried about mosquitoes? Deprive bugs of breeding spots by eliminating standing water via Laconia Citizen https://t.co/nrpKxmmYjg #Zika
1604,Called victims of the zika virus “customers” buying a product “cure” #whitehouse
1605,"Asked about Zika, Natalie Coughlin says she's been to parts of Africa where malaria rampant. 'You treat your clothes, you wear bug spray.'"
1606,Retweeted WHO (@WHO):  #ZikaVirus is transmitted by infected Aedes mosquitoes - the same mosquitoes that can... https://t.co/3aR3HGCqUa
1607,Retweeted WHO (@WHO):  #ZikaVirus is transmitted by infected Aedes mosquitoes - the same mosquitoes that can... https://t.co/at9QIhKQUK
1608,"Retweeted UNICEF (@UNICEF):  No mosquitoes, no #Zika! You can help protect your community by eliminating mosquito... https://t.co/TvyE85XIL0"
1609,"Retweeted UNICEF (@UNICEF):  No mosquitoes, no #Zika! You can help protect your community by eliminating mosquito... https://t.co/RfOu5s3RsO"
1610,Retweeted Reuters Top News (@Reuters):  Mosquitoes' rapid spread poses threat beyond Zika https://t.co/AR4p5GnUmu... https://t.co/5fC0o6ldJj
1611,"Featured Book: : Protect Yourself!: Zika Virus Prevention, Symptoms and Treatment... https://t.co/5SgIMoqNa2 #awgang, #kindle, #amreading"
1612,"Retweeted Utibe Effiong, MD (@UtibeEffiongMD):  Zika - Mosquito Control Innovations Should Not Dim Focus on... https://t.co/W4hd33rfcP"
1613,"Retweeted UM Sch Public Health (@UM_SPH):  #ICYMI: Classic methods best protection from #Zika and #mosquitos,... https://t.co/IGMz9dsUAh"
1614,"Worried about #Zika? Apply sunscreen first, then apply insect repellent with at least 50% DEET: https://t.co/nDzyDFQrMp"
1615,"Worried about #Zika? Look at this #map that pulls #NASA &amp; #NCAR data to show range 4 Aedes aegypti, #vector mosquito https://t.co/CDyYsrNy7p"
1616,Worried about Zika? Just annoyed by mosquitoes? Checkout these  tips from @WakeGOV while you are outside and active. https://t.co/qORAHvaZxt
1617,"Documented #Zika Count Tops 200, But Public Health Experts Say Actual Tally Is Even Higher https://t.co/lUpaR5WNcd https://t.co/hfklkYm3bE"
1618,Concerned about Zika? DEET isn't the ONLY way to protect from virus-carrying #mosquitoes! https://t.co/GIWoNTKBOs #Zika
1619,scared for these mosquitos though #zika
1620,Retweeted HealthRanger (@HealthRanger):  #Brain #Killing #Pesticide Being Sprayed in #Miami to Fight #Zika... https://t.co/JiPl0Ii3y0
1621,Retweeted HealthRanger (@HealthRanger):  How toxic is DEET? Zika virus less harmful than the insect repellent... https://t.co/ji9EBoqpVN
1622,Planned Parenthood is canvassing at-risk neighborhoods where they say many residents haven't even heard of #Zika. https://t.co/Mirp7tIIzN
1623,Retweeted David Icke (@davidicke):  Pesticide Used to Combat Zika-Carrying Mosquitoes in Florida Linked to Autism... https://t.co/oSt7TGcY7A
1624,Retweeted Liz Szabo (@LizSzabo):  A double dose of scary: Hurricane could spread Florida's Zika outbreak... https://t.co/NLnqKdqpcm
1625,Concerned about mosquitoes and Zika virus? Removing sources of standing water in your yard is a great way to... https://t.co/WWA5eIC6cP
1626,Retweeted LA Public Health (@lapublichealth):  Protect your family &amp; community from #Zika. Learn how the Zika... https://t.co/nPyTD63DcC
1627,Read about People With No Symptoms of Zika Can Still Spread It Sexually on https://t.co/qL0sWG65U7 !!!
1628,Tried to do yard work out back this morning Was eaten alive by mosquitoes  How's Zika vaccine  coming or has politics killed #biotech  cures
1629,Planned Parenthood Joins Campaign To Rid Miami Neighborhoods Of Zika  PP teaches mosquitoes safe sex.
1630,Concerned about Zika? DEET isn't the ONLY way to protect from virus-carrying #mosquitoes! https://t.co/RRykw5AEXu #Zika
1631,"Worried about Zika? (And no, it's not just bad for pregnant women). Here's what Gardens is doing to stop the spread: https://t.co/yK1q4CbDBc"
1632,Bugged by Zika? Maybe you should blame your bromeliads: Broken bits of 'mosquito dunks' found in home improve... https://t.co/p2iwoApKsO
1633,Planned Parenthood actively working in Miami neighborhoods to deal with spread of Zika https://t.co/EwGUQhqQCy
1634,Spotted in Lake Worth: tiki torches to keep mosquitoes away. @HealthyFla is investigating 2 local #Zika cases in PBC https://t.co/PJ2IUfJ9iI
1635,"Expanded Zika blood screening misguided,ex-AABB president, James AuBuchon https://t.co/lsKn5A5A8R Costly aimed &gt; at PR than real protection"
1636,Expected heavy rains not expected to boost population of Zika mosquito: The tropical wave that is expected to soak… https://t.co/igYxX5UdQw
1637,Expected heavy rains not expected to boost population of Zika mosquito https://t.co/EG8HE1OqhI
1638,Expected heavy rains not expected to boost population of Zika mosquito https://t.co/IScJvZgcsv
1639,Expected heavy rains not expected to boost population of Zika mosquito https://t.co/ICESMN1S0w
1640,"Worried about #Zika in #Brazil? Mosquito precaution is key: Use insect repellent, use a bed net, and sleep indoors #travel #ttot"
1641,"Related News: Zika Virus Poses Real Threat Of Spreading To The U.S., Experts Say -BuzzFeed- https://t.co/vWBPXs7PT7"
1642,"Related News: Zika Virus Poses Real Threat Of Spreading To The U.S., Experts Say -BuzzFeed- https://t.co/vWBPXrQeux"
1643,Expected heavy rains not expected to boost population of Zika mosquito - Palm Beach Post https://t.co/LxIpQfWpBb #zikavirus #zikv
1644,Foreclosed Florida homes with abandoned pools may breed mosquitoes and pose a #Zika risk https://t.co/puy5bQYlTq https://t.co/Nxl60z5poN
1645,Retweeted GMA News (@gmanews):  TIMELINE: Origin of Zika virus and how it spread globally https://t.co/ZfkhNES54d https://t.co/6c5h2GZrU5
1646,Expected heavy rains not expected to boost population of Zika mosquito - Aug 27 @ 2:33 AM ET  https://t.co/ahP6d2bNPp
1647,Recommended: FDA recommends that all donated blood be tested for Zika: In light of the Zika virus rapidly spr... https://t.co/pTiHEv62Yi
1648,'Faced with months of dire warnings... the Republicans who control Congress failed to provide money to stop the spread of #Zika' -- Politico
1649,Learned something else 2day. WYNNEWOOD MIAMI FLORIDA ROPED OFF CUZ ZIKA STARTED THERE. BUT MOSQUITOES FLY OVER ROPES. HEARD IT ALL2day
1650,Headed on vacation and worried about Zika? Learn what to pack to protect yourself: https://t.co/KukvbeLxKi https://t.co/iWbn6e13eP
1651,Retweeted CNN (@CNN):  Microsoft is testing a new mosquito trap to fight Zika https://t.co/sAN3gWB5X6... https://t.co/2epigLo9mC
1652,Dreaded Zika virus not found in mosquitoes in Bay Area... https://t.co/vxoynaza4V #Zikavirus
1653,"Retweeted Utibe Effiong, MD (@UtibeEffiongMD):  Zika - Mosquito control innovation should not dim the focus on... https://t.co/dxUPnYeEJc"
1654,Dreaded Zika virus not found in mosquitoes in Bay Area... https://t.co/wPxj0KuenL #zikavirus
1655,"Retweeted Utibe Effiong, MD (@UtibeEffiongMD):  Zika mosquito control innovations should not replace tried and... https://t.co/Fhv4SzTbsL"
1656,Retweeted CDC Travel Health (@CDCtravel):  A6: Remember to help prevent Zika spread AFTER travel. Learn how:... https://t.co/m0Y2ShAqxM
1657,Dreaded #Zikavirus not found in mosquitoes in Bay Area... #Zikavirus https://t.co/nDktBuhp4d
1658,Worried about protection from Zika virus? Protect yourself in a mindful manner. Check out this awesome article!  https://t.co/Y4545y7UDL
1659,Posted from #HealthNow - Zika's Delivery Via Mosquito Bite May Boost Its Effect. #Zika  https://t.co/LlujdZCsSM
1660,Covered in bug spray #Zika https://t.co/y48ePQ6GqC
1661,"Retweeted Hologic (@Hologic):  #ZikaVirus is transmitted by mosquitos, from mother to fetus, from men to sex... https://t.co/7MkVIUBTit"
1662,Retweeted CDC Travel Health (@CDCtravel):  A6: Remember to help prevent Zika spread AFTER travel. Learn how:... https://t.co/RYXMyzFkeQ
1663,"Documented Zika Count Tops 200, But Public Health Experts Say Actual Tally Is Even Higher https://t.co/Jzw4ybUcHw #PublicHealth #News"
1664,Retweeted WHO (@WHO):  #QUIZ: What can you do to you protect yourself from #ZikaVirus?  More here... https://t.co/aQpQEB85KV
1665,"Improved water and sanitation best answer to Zika virus, say UN ... - Associated Press of Pakistan https://t.co/2t1ZS8okS2"
1666,"Abandoned OAS Hiway Project Creates ZIKA Hazard in Bamboo Junction, La R... https://t.co/aj1id2TlWf via @YouTube"
1667,"Retweeted UNICEF (@UNICEF):  No mosquitoes, no #Zika! You can help protect your community by eliminating mosquito... https://t.co/dDrlchXffy"
1668,Retweeted Unexplained World (@ClassicPict):  Mosquitoes kill more annually than Sharks. #ZikaVirus... https://t.co/vaviSoHil5
1669,Visited Centro Médico and talked to staff there who are dedicated to protecting communities against #Zika. https://t.co/5Mjvg7Wdba
1670,Retweeted New Security Beat (@NewSecurityBeat):  .@CDCgov warns high potential for #Zika spread to US. Read about... https://t.co/D2WfUwCDxd
1671,Inspired By Zika: Anti-Mosquito Clothing Line For Rio Olympics Joins Growing List Of ... - https://t.co/0NS6q5TkYs https://t.co/24zNTHUbFJ
1672,Inspired By Zika: Anti-Mosquito Clothing Line For Rio Olympics Joins Growing List Of Product... https://t.co/axOP6oECyl #zikavirus #zikv
1673,Retweeted CNN International (@cnni):  .@NASA has created a map showing the potential spread of the Zika virus in... https://t.co/a46OUGpxkq
1674,Retweeted CNN (@CNN):  .@NASA has created a map showing the potential spread of the Zika virus in the U.S.... https://t.co/fH0G3ULm4W
1675,Inspired By Zika: Anti-Mosquito Clothing Line For Rio Olympics Joins Growing List Of Products Tied To Virus... https://t.co/LFHjzlyQng
1676,Retweeted NASA (@NASA):  We’re helping public health officials better understand Zika virus &amp; limit its spread.... https://t.co/KJDQBfQ6wv
1677,Retweeted Igor Morr (@igormorr):  Zika virus – All BMJ resources are freely available | The BMJ un up date... https://t.co/27JE3DBUCq
1678,Suspected Zika virus case in Cairns triggers more mosquito spraying https://t.co/WBJHm6UcvC
1679,Retweeted CMMB (@CMMBTweets):  U.S. charities worry about impact of #Zika spread in impoverished Haiti. Read more... https://t.co/X0jBQS0zd4
1680,Suspected Zika virus case in Cairns triggers more mosquito spraying https://t.co/XeWCxoNNKf (News) #brisbane #qld
1681,"Retweeted SMCMVCD (@SMCMVCD):  For some, Zika isn't the mosquito-borne disease they're most worried about.... https://t.co/fhUMIx7Tln"
1682,"Given 'theoretical' risk, CDC urges doctors to prevent Zika spread during labor, delivery https://t.co/gdtDj2c8Qd via @Reuters #alwaysAMT"
1683,Wired Blogs: Oh Good: Congress Can’t Even Agree to Protect the US From Zika https://t.co/1ISErZbsM2
1684,"VanAuken:Just as #Ebola outbreak followed by #Zika, many more devastating epidemics inevitable&amp;(given global travel) will spread worldwide!"
1685,Listen: This is how Florida is taking steps to control the mosquitoes that carry #Zika virus https://t.co/9xWoMHveDQ https://t.co/zHRc72Sqjf
1686,Retweeted CDC (@CDCgov):  #Zika may spread through mosquito bites to some states this spring &amp; summer.... https://t.co/7kJQ4B53bO
1687,Retweeted CDC (@CDCgov):  #Zika may spread through mosquito bites to some states this spring &amp; summer.... https://t.co/3J2f3OJc1a
1688,Frustrated tweets spur a collaboration on #Zika: https://t.co/v0xFdJkagu #Aedes mosquito #genomics on @nytimes page A1!
1689,Retweeted Lisa Daftari (@LisaDaftari):  Spread of Zika virus appears to be slowing in parts of Latin America... https://t.co/K6aKofWIkB
1690,Retweeted Gerard Best (@GerardBest):  South Korea's #Olympic uniforms come with built-in #Zika protection... https://t.co/xEkJUVEtP1
1691,Listened to NPR story on Zika. CDC thinks the mosquitos might not be controllable by currently used spray. #travelwarning #cdc
1692,"Worried about Zika, West Nile? Expert advice to prevent mosquito bites https://t.co/N0Vo12FdUj"
1693,Projected Zika Virus Importation After Travel to the Olympics  https://t.co/yx2Tz5yFj3
1694,Infected #mosquitoes probable cause of #Zika in #Florida. How should #risk managers respond? https://t.co/7z1tGqXqDY https://t.co/UPEY0MrFKi
1695,"Retweeted Times of India (@timesofindia):  China's 'mosquito factory' aims to wipe out Zika, other diseases... https://t.co/ISTnaMo96Z"
1696,Infected mosquitoes probable cause of #Zika in Florida. How should #risk managers respond? https://t.co/HK0T18b9h7 https://t.co/8B4cumHF7f
1697,Worried about #Zika? Click here for information about this #mosquito-borne illness: https://t.co/m6Wz9lYa2D
1698,Retweeted IDPH (@IDPH):  Travel Update –  Zika virus cases in Florida linked to local mosquito transmission... https://t.co/8tZUIXSEu1
1699,Worried about getting the Zika virus? Here's how you can protect your family https://t.co/bOLMJAgzrn #blogginmamas @mommyinsports
1700,Projected spread of #Zika virus in the Americas @alexvespi https://t.co/O0hjaqJlHn
1701,Retweeted Fox News (@FoxNews):  Florida gov says 14 Zika cases likely caused by mosquito  https://t.co/OMmsUUF0jr... https://t.co/VkRVYArPJd
1702,Worried about Zika virus? Here are the best bug sprays for travelers https://t.co/5ZJR6i0N9I #carnivalcruise https://t.co/syXNfrXn78
1703,"Given the recent news about Zika in South Florida, here is the link to the Broward County Mosquito Spray form   https://t.co/jkOKV3r6Zl"
1704,Abandoned homes contributing to spread of #Zika in FL @marcorubio #affordablehousing #publichealth #housingcrisis https://t.co/c32AThLjhr
1705,"Projected #spread of #Zika virus in the #Americas (BioRxIV, abstract) https://t.co/xC0TPY8RQf"
1706,"Worried about #Zika &amp; other STIs? Protect yourself by using condoms! Remember, lambskin condoms won't keep you safe! https://t.co/bnuJx7GAxR"
1707,Retweeted Global Biodefense (@GlobalBioD):  #Zika in Florida: High Aedes counts despite spraying... https://t.co/8DpzfqWCPG
1708,Retweeted Greg Folkers (@greg_folkers):  Underreporting of #Zika is rife; researchers project epidemic's spread... https://t.co/Yzw4CielK4
1709,Confused about the #zika virus? Learn what it is and how to protect yourself: https://t.co/FuxvyMEJvG #health #myGNP https://t.co/wraZFniFT3
1710,"Projected #spread of #Zika virus in the #Americas (BioRxIV, abstract) https://t.co/W9Ryd5RJYY on @bloglovin"
1711,Unprecedented travel advisory to S. FL as #Zika continues to spread in one community. Scott calls for federal help. https://t.co/r9r1yf4Zai
1712,Debunked: Are genetically modified mosquitoes spreading Zika? via @dallasnews https://t.co/9kXg2EKXa3
1713,"Naled, the chemical that is used for areial #Zika spraying is not harmful to pets or humans, can hurt other insects"
1714,Concerned about #Zika? Protect yourself from mosquitoes this summer: https://t.co/2GlHWdDKnf #PreventiveHealth https://t.co/m6rEb0l2QO
1715,Suspected brain-damaging Zika virus will likely spread to U.S. https://t.co/vD2l68rkow
1716,Suspected brain-damaging Zika virus will likely spread to U.S.: The World Health Organization says the Zika vi... https://t.co/7mGxmctat0
1717,"Related News: Zika virus outbreak will likely spread across Americas, WHO says -The Washington Post- https://t.co/oHH3mEJD3c"
1718,Retweeted New York Times World (@nytimesworld):  Two cases suggest zika virus could be spread through sex... https://t.co/oChYsH1r2p
1719,"Related News: Zika virus outbreak will likely spread across Americas, WHO says -The Washington Post- https://t.co/oHH3mF1dUK"
1720,"Retweeted WHO (@WHO):  Q: What is #Zika? A: Zika is a virus spread to humans by Aedes mosquitoes, the same... https://t.co/rYau262bZa"
1721,Retweeted CNN Newsroom (@CNNnewsroom):  Here's what experts are doing to halt the spread of Zika into the US:... https://t.co/pf5Zp0ura7
1722,"Related News: Zika Virus Could Be Spread Through Sex, Cases Suggest -Time- https://t.co/eB4mRbg8s0"
1723,Retweeted Popular Science (@PopSci):  Fighting mosquitoes is the only way to curb the Zika virus (at least for... https://t.co/5aPpSXOGHv
1724,Retweeted YHana Chilalu (@YHanaChilalu):  WHO Warns Zika Virus ‘Likely’ to Spread to U.S.: The WHO released a... https://t.co/awaLQcqbUL
1725,Retweeted MotherNatureNetwork (@MotherNatureNet):  There's a new mosquito to worry about — the #ZikaVirus and... https://t.co/v8gVdOnCGS
1726,"'Spread by mosquitoes whose range inexorably expands as the climate warms, Zika causes mild flu-like symptoms.... https://t.co/rn4BtvmC4m"
1727,Honored to take part in this discussion on the spread of Zika virus in Brazil &amp; beyond https://t.co/f4rxBwmWiL
1728,"'concerned that Zika has potential to spread further &amp; become permanently established in the Americas,' @astmh https://t.co/I2m7iK4afs"
1729,Planned Larvahood: Brazilian town plans to release genetically modified mosquitoes to suppress mosquito responsible for Zika
1730,"Retweeted WHO (@WHO):  Q: What is #Zika? A: Zika is a virus spread to humans by Aedes mosquitoes, the same... https://t.co/XpJyw2Fr3Z"
1731,Discontented Travellers Take to Social Media to Vent about the Spread of Zika Virus https://t.co/otvsm51G1h https://t.co/7cxEksadhu
1732,"Retweeted Fox News Health (@foxnewshealth):  Scary Zika virus might be spread through sex, too... https://t.co/kV27WXZkPk"
1733,Opposed to the release of #GMO mosquitoes? There's a protest happening tomorrow: https://t.co/kacEbNgYiu #ZikaVirus
1734,"Worried about Zika, West Nile? Expert advice to prevent mosquito bites https://t.co/JI41bUOiKC"
1735,Ordered some industrial strength mozzie spray for Mexico (in an attempt to swerve Zika) - just had a sniff - smells like sheep dip! #Sexy
1736,Naled Insectiside Sprayed all over Miami to combat spread of Zika https://t.co/ynm46ZBYVL @leafjohnson @ariadeshe
1737,"Retweeted KI Research (@kiresearch):  Zika has spread throughout Brazil, but high rates microcephaly haven’t,... https://t.co/BeFWI0nhO8"
1738,Concerned about the #ZikaVirus? @HealthyFla has general information and a daily report on its spread: https://t.co/ikzyOEq0v6
1739,Read about how the spread of Zika will be influenced by warmer climates: research of BPCRC alum Andrew Monaghan at https://t.co/RAhKGIWz79
1740,Concerned about Zika? The unexpected place the mosquitos that carry it may be breeding tonight at 5 @NBC2 https://t.co/cmAK4oUXaD
1741,Concerned about the mosquito-spread #ZikaVirus? Seven confirmed cases so far in #Indiana. Details &amp; prevention here: https://t.co/ghiQSBLXyE
1742,"Concerned about the mosquito-spread Zika Virus? There are seven confirmed cases in Indiana so far, all associated... https://t.co/tcU7vUhYTW"
1743,Concerned about the #Zika virus? Make sure you’re protecting yourself from mosquitoes: https://t.co/UqMgdowUYL https://t.co/01VyiiTbUZ
1744,Read about it!  Zika basics and how to protect against it. https://t.co/td7alHEqRO @MotherToBaby @CDCgov https://t.co/P7CRWABju9
1745,Retweeted Pest Control (@Rentokil):  The #Zika virus is spread mainly through the bite of an infected Aedes... https://t.co/HSuk2Kr62n
1746,Retweeted Save the Children US (@SavetheChildren):  The best bug sprays for #Zika virus protection and how to... https://t.co/tQ1tlupRVV
1747,Worried About Zika? These 12 Plants Naturally Repel Mosquitos https://t.co/XXJI0gvpVG
1748,Retweeted CIDRAP (@CIDRAP):  NEWS SCAN: #Zika emergency panel; Hospital #MERS; #Ebola 2ndary spread; Childhood... https://t.co/sNYPxvs24e
1749,Concerned about the #Zika virus? Make sure you’re protecting yourself from mosquitoes @MilitaryHealth https://t.co/W8Cq7679S0
1750,"Retweeted W.I.H.O.T (@know_wihot):  Why Can Mosquitoes Transmit Zika, But Not the Flu? &gt; https://t.co/o41qQI1IHI... https://t.co/QpU0vFPVGE"
1751,Concerned about #Zika ?  Make sure you use a bug spray that works. https://t.co/6osgRO6Uvo
1752,Concerned about #zika? Make sure you know how to properly apply #insect repellant. Watch here: https://t.co/fdup0Dd32E
1753,Damned Rockefellers. Can Zika spread through oral sex? What a new case study found. https://t.co/3IOiXiMHKO
1754,Confirmed protection from homologous reinfection and pregnancy updates https://t.co/SkJaHi3Y5C https://t.co/PTRauRABNE
